date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:26:43	10051/10051	---M--	200	added ('OK')	image/png	etag:%221d20303749f40bb82ca08a9a656de9f2%22	https://one.quizzigo.com/assets/images/USA.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/USA.png	(from https://one.quizzigo.com/country.html)
00:26:44	7360/7360	---M--	200	added ('OK')	image/png	etag:%229e8e0405f600aa4898f7cada0b2df12a%22	https://one.quizzigo.com/assets/images/Canada.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Canada.png	(from https://one.quizzigo.com/country.html)
00:26:44	7080/7080	---M--	200	added ('OK')	image/png	etag:%22969d6ff95a4ffc9f10ac32c02e2e839e%22	https://one.quizzigo.com/assets/images/Germany.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Germany.png	(from https://one.quizzigo.com/country.html)
00:26:45	9697/9697	---M--	200	added ('OK')	image/png	etag:%22d5e5b81b26c3842aa674858811761e42%22	https://one.quizzigo.com/assets/images/United%20Kingdom.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/United%20Kingdom.png	(from https://one.quizzigo.com/country.html)
00:26:45	6411/6411	---M--	200	added ('OK')	image/png	etag:%22086900430c5792c35c73ad42589ce864%22	https://one.quizzigo.com/assets/images/China.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/China.png	(from https://one.quizzigo.com/country.html)
00:26:45	1019/1019	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Sep%202025%2009:01:05%20GMT	https://one.quizzigo.com/assets/images/Other.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Other.png	(from https://one.quizzigo.com/country.html)
00:26:46	10084/10084	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Sep%202025%2009:01:17%20GMT	https://one.quizzigo.com/profession.html	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/profession.html	(from https://one.quizzigo.com/country.html)
00:26:46	7479/7479	---M--	200	added ('OK')	image/png	etag:%22c681643bbd5b17073a68fddbc5089422%22	https://one.quizzigo.com/assets/images/Accountant.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Accountant.png	(from https://one.quizzigo.com/profession.html)
00:26:46	7298/7298	---M--	200	added ('OK')	image/png	etag:%22c0df00d0615f1786f4343963c74bc975%22	https://one.quizzigo.com/assets/images/Doctor.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Doctor.png	(from https://one.quizzigo.com/profession.html)
00:26:47	7092/7092	---M--	200	added ('OK')	image/png	etag:%22c9e7c202f1c1e3bbe2061f0358f73f9d%22	https://one.quizzigo.com/assets/images/Teacher.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Teacher.png	(from https://one.quizzigo.com/profession.html)
00:26:47	11659/11659	---M--	200	added ('OK')	image/png	etag:%2233bb7af959e0e77006b30903680e19d3%22	https://one.quizzigo.com/assets/images/Artist.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Artist.png	(from https://one.quizzigo.com/profession.html)
00:26:47	8364/8364	---M--	200	added ('OK')	image/png	etag:%22ad1dfd51d0ec24149c98d1977abd04d2%22	https://one.quizzigo.com/assets/images/Engineer.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Engineer.png	(from https://one.quizzigo.com/profession.html)
00:26:47	7882/7882	---M--	200	added ('OK')	image/png	etag:%220c7e386f5e11541c577a2c55418aebc4%22	https://one.quizzigo.com/assets/images/Journalist.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Journalist.png	(from https://one.quizzigo.com/profession.html)
00:26:48	9419/9419	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Sep%202025%2009:01:10%20GMT	https://one.quizzigo.com/currency.html	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/currency.html	(from https://one.quizzigo.com/profession.html)
00:26:48	3496/3496	---M--	200	added ('OK')	image/png	etag:%22111ee994c1b191e6bb8d341c6a0cfb38%22	https://one.quizzigo.com/assets/images/Indian%20Rupee.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Indian%20Rupee.png	(from https://one.quizzigo.com/currency.html)
00:26:48	3717/3717	---M--	200	added ('OK')	image/png	etag:%22efebddca19fd562194c78e2136a0cfc6%22	https://one.quizzigo.com/assets/images/American%20Dollar.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/American%20Dollar.png	(from https://one.quizzigo.com/currency.html)
00:26:48	3360/3360	---M--	200	added ('OK')	image/png	etag:%22b61c75d8d1aec1b802c624b6884e0c2a%22	https://one.quizzigo.com/assets/images/Euro.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Euro.png	(from https://one.quizzigo.com/currency.html)
00:26:49	3771/3771	---M--	200	added ('OK')	image/png	etag:%221ad7bca4da5e18860319abb1764ad3f9%22	https://one.quizzigo.com/assets/images/Sterling%20Pound.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Sterling%20Pound.png	(from https://one.quizzigo.com/currency.html)
00:26:49	3428/3428	---M--	200	added ('OK')	image/png	etag:%22a32529bd88b691be7f37864ce9d5b983%22	https://one.quizzigo.com/assets/images/British%20pound.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/British%20pound.png	(from https://one.quizzigo.com/currency.html)
00:26:49	3221/3221	---M--	200	added ('OK')	image/png	etag:%22366b375b5013162dc8925f0d2e7b5a74%22	https://one.quizzigo.com/assets/images/Turkish%20Lira.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Turkish%20Lira.png	(from https://one.quizzigo.com/currency.html)
00:26:50	10007/10007	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Sep%202025%2009:01:05%20GMT	https://one.quizzigo.com/annualsalary.html	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/annualsalary.html	(from https://one.quizzigo.com/currency.html)
00:26:50	7748/7748	---M--	200	added ('OK')	image/png	etag:%22db4f56753df94a5cd0cc51082dcee466%22	https://one.quizzigo.com/assets/images/1%20lakh%20-%202%20lakh.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/1%20lakh%20-%202%20lakh.png	(from https://one.quizzigo.com/annualsalary.html)
00:26:50	7735/7735	---M--	200	added ('OK')	image/png	etag:%22c242ef8ecb8623a71d63540916cdeb56%22	https://one.quizzigo.com/assets/images/2%20lakh%20-%203%20lakh.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/2%20lakh%20-%203%20lakh.png	(from https://one.quizzigo.com/annualsalary.html)
00:26:50	7369/7369	---M--	200	added ('OK')	image/png	etag:%22e6b494c706c5817772607e7a4e6e04e8%22	https://one.quizzigo.com/assets/images/3%20lakh%20-%204%20lakh.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/3%20lakh%20-%204%20lakh.png	(from https://one.quizzigo.com/annualsalary.html)
00:26:51	8045/8045	---M--	200	added ('OK')	image/png	etag:%220e71dda63d9fe8a4287a5c642b63be93%22	https://one.quizzigo.com/assets/images/4%20lakh%20-%205%20lakh.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/4%20lakh%20-%205%20lakh.png	(from https://one.quizzigo.com/annualsalary.html)
00:26:51	7865/7865	---M--	200	added ('OK')	image/png	etag:%225b04765292f633ea077a8956e0e64ce2%22	https://one.quizzigo.com/assets/images/5%20lakh%20-%206%20lakh.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/5%20lakh%20-%206%20lakh.png	(from https://one.quizzigo.com/annualsalary.html)
00:26:51	7263/7263	---M--	200	added ('OK')	image/png	etag:%229a06ad063bd023cc69bdeec8bbc45176%22	https://one.quizzigo.com/assets/images/6%20lakh%20&%20Above.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/6%20lakh%20&%20Above.png	(from https://one.quizzigo.com/annualsalary.html)
00:26:52	15052/15052	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Sep%202025%2009:01:16%20GMT	https://one.quizzigo.com/home.html	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/home.html	(from https://one.quizzigo.com/annualsalary.html)
00:26:52	232948/232948	---M-Z	200	added ('OK')	text/css	etag:W/%2238df4-HxOZgbm0enZu+gphu3ito1HxbEs%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.2/dist/css/bootstrap.min.css	H:/My%20Site/https___one.quizzigo.com_/cdn.jsdelivr.net/npm/bootstrap@5.3.2/dist/css/bootstrap.min.css	(from https://one.quizzigo.com/home.html)
00:26:52	12002/12002	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Sep%202025%2009:01:10%20GMT	https://one.quizzigo.com/category.html	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/category.html	(from https://one.quizzigo.com/home.html)
00:26:53	8988/8988	---M--	200	added ('OK')	image/png	etag:%2209d9247b6e7ee96ad05d82bb73337ad5%22	https://one.quizzigo.com/assets/images/Let%e2%80%99s%20Start.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Let%e2%80%99s%20Start.png	(from https://one.quizzigo.com/home.html)
00:26:53	6804/6804	---M--	200	added ('OK')	image/png	etag:%229bae14df07c0023d140014573dd076fa%22	https://one.quizzigo.com/assets/images/Rate%20App.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Rate%20App.png	(from https://one.quizzigo.com/home.html)
00:26:53	5038/5038	---M--	200	added ('OK')	image/png	etag:%22f309a54384fccddf1e79643d8a191ed2%22	https://one.quizzigo.com/assets/images/Share%20App.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Share%20App.png	(from https://one.quizzigo.com/home.html)
00:26:53	5095/5095	---M--	200	added ('OK')	image/png	etag:%22e89daaf7926c9df021d61aa8ecd4d267%22	https://one.quizzigo.com/assets/images/Privacy%20Policy.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Privacy%20Policy.png	(from https://one.quizzigo.com/home.html)
00:26:53	80663/80663	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213b17-9/0PPchLLPk7+B6DJQWmc/NU4KM%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.2/dist/js/bootstrap.bundle.min.js	H:/My%20Site/https___one.quizzigo.com_/cdn.jsdelivr.net/npm/bootstrap@5.3.2/dist/js/bootstrap.bundle.min.js	(from https://one.quizzigo.com/home.html)
00:26:54	77/77	---M-Z	404	error ('Not%20Found')	text/plain	etag:W/%224d-5GlFE31SR1UpfrE5aN+BnxXP9D8%22	https://cdn.jsdelivr.net/npm/bootstrap-icons/font/bootstrap-icons.js	H:/My%20Site/https___one.quizzigo.com_/cdn.jsdelivr.net/npm/bootstrap-icons/font/bootstrap-icons.js	(from https://one.quizzigo.com/home.html)
00:26:54	104502/104502	---M-Z	200	added ('OK')	text/css	etag:%22673e23f5-6d58%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.7.1/css/all.min.css	H:/My%20Site/https___one.quizzigo.com_/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.7.1/css/all.min.css	(from https://one.quizzigo.com/category.html)
00:26:55	9192/9192	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Sep%202025%2009:01:17%20GMT	https://one.quizzigo.com/loancalculator.html	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/loancalculator.html	(from https://one.quizzigo.com/category.html)
00:26:55	6475/6475	---M--	200	added ('OK')	image/png	etag:%227cc51cc3d9a2175e8b2324becf047c58%22	https://one.quizzigo.com/assets/images/Loan%20Calculation.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Loan%20Calculation.png	(from https://one.quizzigo.com/category.html)
00:26:55	12200/12200	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Sep%202025%2009:01:10%20GMT	https://one.quizzigo.com/bankingcalculation.html	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/bankingcalculation.html	(from https://one.quizzigo.com/category.html)
00:26:55	4936/4936	---M--	200	added ('OK')	image/png	etag:%22b1d3a2de07bcbe0204f30049bf686b7a%22	https://one.quizzigo.com/assets/images/Banking%20Calculation.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Banking%20Calculation.png	(from https://one.quizzigo.com/category.html)
00:26:56	12148/12148	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Sep%202025%2009:01:17%20GMT	https://one.quizzigo.com/mutualfundsip.html	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/mutualfundsip.html	(from https://one.quizzigo.com/category.html)
00:26:56	5337/5337	---M--	200	added ('OK')	image/png	etag:%22b89b92ff334e3aac15fe24fe21395241%22	https://one.quizzigo.com/assets/images/Mutual%20Fund%20&%20SIP.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Mutual%20Fund%20&%20SIP.png	(from https://one.quizzigo.com/category.html)
00:26:57	11656/11656	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Sep%202025%2009:01:10%20GMT	https://one.quizzigo.com/bimaschemecalculations.html	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/bimaschemecalculations.html	(from https://one.quizzigo.com/category.html)
00:26:57	6133/6133	---M--	200	added ('OK')	image/png	etag:%22ed0ba87a7429eee8fd1b77c737116c70%22	https://one.quizzigo.com/assets/images/Bima%20Scheme%20Calculation.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Bima%20Scheme%20Calculation.png	(from https://one.quizzigo.com/category.html)
00:26:57	12291/12291	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Sep%202025%2009:01:17%20GMT	https://one.quizzigo.com/othercalculation.html	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/othercalculation.html	(from https://one.quizzigo.com/category.html)
00:26:57	6582/6582	---M--	200	added ('OK')	image/png	etag:%22fa473baaaf2ba483c1d620a78b8c435e%22	https://one.quizzigo.com/assets/images/Other%20Calculation.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Other%20Calculation.png	(from https://one.quizzigo.com/category.html)
00:26:58	17404/17404	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Sep%202025%2009:01:17%20GMT	https://one.quizzigo.com/nearbyme.html	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/nearbyme.html	(from https://one.quizzigo.com/category.html)
00:26:58	4825/4825	---M--	200	added ('OK')	image/png	etag:%2282b3a58a5f97c4646cbb342891319cfc%22	https://one.quizzigo.com/assets/images/Near%20by%20Me.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Near%20by%20Me.png	(from https://one.quizzigo.com/category.html)
00:26:59	740/740	---M--	200	added ('OK')	image/png	etag:%2202a397cd206f2725cc3a29d58c7d978b%22	https://one.quizzigo.com/assets/images/left-arrow.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/left-arrow.png	(from https://one.quizzigo.com/loancalculator.html)
00:26:59	13279/13279	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Sep%202025%2009:01:10%20GMT	https://one.quizzigo.com/emicalculator.html	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/emicalculator.html	(from https://one.quizzigo.com/loancalculator.html)
00:26:59	6880/6880	---M--	200	added ('OK')	image/png	etag:%2224a599fa096c9d0b06932e9c6446c4a2%22	https://one.quizzigo.com/assets/images/Loan%20Eligibility.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Loan%20Eligibility.png	(from https://one.quizzigo.com/loancalculator.html)
00:27:00	26684/26684	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Sep%202025%2009:01:10%20GMT	https://one.quizzigo.com/common_calculator.html?page=Loan%20Tenure	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/common_calculator0068.html	(from https://one.quizzigo.com/loancalculator.html)
00:27:00	6420/6420	---M--	200	added ('OK')	image/png	etag:%22a6fad42962f1ffa2279d9f94fc9a1a08%22	https://one.quizzigo.com/assets/images/Loan%20Tenure.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Loan%20Tenure.png	(from https://one.quizzigo.com/loancalculator.html)
00:27:01	26684/26684	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Sep%202025%2009:01:10%20GMT	https://one.quizzigo.com/common_calculator.html?page=Fund%20Calculator	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/common_calculatorf7d3.html	(from https://one.quizzigo.com/loancalculator.html)
00:27:01	8429/8429	---M--	200	added ('OK')	image/png	etag:%22c80d14d70b97a967659df3b49d9a6fa9%22	https://one.quizzigo.com/assets/images/Fund%20Calculator.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Fund%20Calculator.png	(from https://one.quizzigo.com/loancalculator.html)
00:27:01	26684/26684	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Sep%202025%2009:01:10%20GMT	https://one.quizzigo.com/common_calculator.html?page=Loan%20Amount	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/common_calculatorc809.html	(from https://one.quizzigo.com/loancalculator.html)
00:27:01	6537/6537	---M--	200	added ('OK')	image/png	etag:%22de74fe88c0b9165c574e70828d23ec14%22	https://one.quizzigo.com/assets/images/Loan%20Amount.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Loan%20Amount.png	(from https://one.quizzigo.com/loancalculator.html)
00:27:02	8817/8817	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Sep%202025%2009:01:10%20GMT	https://one.quizzigo.com/createloanprofile.html	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/createloanprofile.html	(from https://one.quizzigo.com/loancalculator.html)
00:27:02	7165/7165	---M--	200	added ('OK')	image/png	etag:%22ab7baabf2138501b19af047291fd65ee%22	https://one.quizzigo.com/assets/images/Create%20Loan%20Profile.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Create%20Loan%20Profile.png	(from https://one.quizzigo.com/loancalculator.html)
00:27:03	10413/10413	---M--	200	added ('OK')	image/png	etag:%2218d0fbde0e2d56268624e3e8a6c9ade7%22	https://one.quizzigo.com/assets/images/calculator.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/calculator.png	(from https://one.quizzigo.com/bankingcalculation.html)
00:27:03	26684/26684	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Sep%202025%2009:01:10%20GMT	https://one.quizzigo.com/common_calculator.html?page=Compound%20Calculator	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/common_calculator5636.html	(from https://one.quizzigo.com/bankingcalculation.html)
00:27:04	3342/3342	---M--	200	added ('OK')	image/png	etag:%22ccf3c9d1f60f417e115689f4862b192f%22	https://one.quizzigo.com/assets/images/Compound%20Calculator.png	H:/My%20Site/https___one.quizzigo.com_/one.quizzigo.com/assets/images/Compound%20Calculator.png	(from https://one.quizzigo.com/bankingcalculation.html)
